team_id,team,league_id,league,league_code,position,points,games,rank_title
1179267,Прогнивший гроб,2,Кино и музыка,kim,131,42.5,1,
1179268,Сэкси бэк,2,Кино и музыка,kim,132,42.5,1,
1179269,Биба и Боба,2,Кино и музыка,kim,133,42,1,
1179271,Непоющие в терновнике,2,Кино и музыка,kim,134,42,1,
1179270,Я есть Грут,2,Кино и музыка,kim,135,42,1,
1179272,U2,2,Кино и музыка,kim,136,41.5,1,
1179274,Bad Boys,2,Кино и музыка,kim,137,41,1,
1179275,Паллетный оркестр,2,Кино и музыка,kim,138,41,1,
1179273,Синдром Отличницы,2,Кино и музыка,kim,139,41,1,
1179277,Hellfire Quiz Club,2,Кино и музыка,kim,140,40.5,1,
1179276,Sector 5,2,Кино и музыка,kim,141,40.5,1,
1179279,БакАл,2,Кино и музыка,kim,142,39.5,1,
1179278,Качки,2,Кино и музыка,kim,143,39.5,1,
1179280,Очень странные друзья,2,Кино и музыка,kim,144,39.5,1,
1179282,Наш первый раз,2,Кино и музыка,kim,145,39,1,
1179281,Узники Алкобаров,2,Кино и музыка,kim,146,39,1,
1179283,Баланс Белого,2,Кино и музыка,kim,147,38,1,
1179284,Тыц-Тыц,2,Кино и музыка,kim,148,38,1,
1179286,Без дублей,2,Кино и музыка,kim,149,37.5,1,
1179285,Незнакомцы,2,Кино и музыка,kim,150,37.5,1,
1179289,Головастики,2,Кино и музыка,kim,151,37,1,
1179288,Мы есть Грут,2,Кино и музыка,kim,152,37,1,
1179291,Филосовские дамы и господа,2,Кино и музыка,kim,153,37,1,
1179290,Царская победа,2,Кино и музыка,kim,154,37,1,
1179292,КОТОПЁС,2,Кино и музыка,kim,155,36.5,3,
1179293,Факультет Хорошего Настроения,2,Кино и музыка,kim,156,36.5,1,
1179296,need for spirt,2,Кино и музыка,kim,157,36,1,
1179295,Взрывные огурцы,2,Кино и музыка,kim,158,36,1,
1179297,Квизтофер Уолкен,2,Кино и музыка,kim,159,36,2,
1179294,Кролик и два удава,2,Кино и музыка,kim,160,36,1,
1179299,POV: мы не готовились,2,Кино и музыка,kim,161,35.5,1,
1179300,Два тУпика,2,Кино и музыка,kim,162,35.5,1,
1179302,Подумаем об этом завтра,2,Кино и музыка,kim,163,35.5,1,
1179301,Сёстры,2,Кино и музыка,kim,164,35.5,1,
1179298,Фантастическая четверка,2,Кино и музыка,kim,165,35.5,2,
1179303,NIRVANA,2,Кино и музыка,kim,166,35,1,
1179304,Адинэс,2,Кино и музыка,kim,167,35,1,
1179306,Орден Феникса,2,Кино и музыка,kim,168,35,1,
1179305,Хыррта-хыррт,2,Кино и музыка,kim,169,35,1,
1179307,Матёрые Ф,2,Кино и музыка,kim,170,34.5,1,
1179310,HB,2,Кино и музыка,kim,171,34,1,
1229571,Shabang,2,Кино и музыка,kim,172,34,1,
1179309,Команда Фас,2,Кино и музыка,kim,173,34,1,
1179308,Позже придумаем,2,Кино и музыка,kim,174,34,1,
1179311,Kate Bush,2,Кино и музыка,kim,175,33.5,1,
1179313,"наверное, точно",2,Кино и музыка,kim,176,33,1,
1179314,Фоукс,2,Кино и музыка,kim,177,32.5,1,
1179315,Широкий диапозон,2,Кино и музыка,kim,178,32.5,1,
1179319,"94,5 FN",2,Кино и музыка,kim,179,32,1,
1179318,Dusty Buns,2,Кино и музыка,kim,180,32,1,
1179321,Titanic,2,Кино и музыка,kim,181,32,1,
1179317,Джиз-быз,2,Кино и музыка,kim,182,32,1,
1179320,Мушкетёры 20 лет спустя,2,Кино и музыка,kim,183,32,1,
1179323,Побег из Сумгаита,2,Кино и музыка,kim,184,32,1,
1179316,Создание,2,Кино и музыка,kim,185,32,1,
1179322,Хинкали с мясом,2,Кино и музыка,kim,186,32,1,
1179324,Не напрягай извилины,2,Кино и музыка,kim,187,31.5,1,
1179325,"Те, кому нельзя наливать",2,Кино и музыка,kim,188,31,1,
1179326,Chetkie,2,Кино и музыка,kim,189,30.5,1,
1179328,ChaosDot.s,2,Кино и музыка,kim,190,30,1,
1179327,Черные плащи,2,Кино и музыка,kim,191,30,1,
1179329,Авада Кедавра,2,Кино и музыка,kim,192,29.5,1,
1179330,PITIPIWPIW WIW WIW,2,Кино и музыка,kim,193,29,1,
1179331,На лайте,2,Кино и музыка,kim,194,29,1,
1179332,Бракованные Братья,2,Кино и музыка,kim,195,28.5,1,
1179333,Только не Пуффендуй,2,Кино и музыка,kim,196,28.5,1,
1179335,Pelsh&Dolin,2,Кино и музыка,kim,197,28,1,
1179334,В поисках ДориTOS,2,Кино и музыка,kim,198,28,1,
1228019,Сельджан,2,Кино и музыка,kim,199,28,1,
1179337,Полнокровки,2,Кино и музыка,kim,200,27.5,1,
1179336,Фанаты Pottного,2,Кино и музыка,kim,201,27.5,1,
1179338,Гызылсясляр,2,Кино и музыка,kim,202,26.5,1,
1179343,Golden Team,2,Кино и музыка,kim,203,26,1,
1179340,oiiai,2,Кино и музыка,kim,204,26,1,
1179339,Запах Гарри,2,Кино и музыка,kim,205,26,1,
1179341,"Учишься балету, Поттер?!",2,Кино и музыка,kim,206,26,1,
1179342,Фабрика идей,2,Кино и музыка,kim,207,26,1,
1179344,Акуна Матата,2,Кино и музыка,kim,208,25.5,1,
1179345,Маглы,2,Кино и музыка,kim,209,25.5,1,
1179346,Вертится на языке,2,Кино и музыка,kim,210,25,1,
1179347,Лабубарышни,2,Кино и музыка,kim,211,25,1,
1179348,Prodigies,2,Кино и музыка,kim,212,24.5,1,
1179349,Пупок к пупку,2,Кино и музыка,kim,213,24.5,1,
1179350,GeekBrains,2,Кино и музыка,kim,214,24,1,
1179351,Mr and Mrs P.,2,Кино и музыка,kim,215,23.5,1,
1179353,Помяни моё слово Поттер,2,Кино и музыка,kim,216,23.5,1,
1179352,угарный газ,2,Кино и музыка,kim,217,23.5,1,
1179355,Balaxani Team,2,Кино и музыка,kim,218,23,1,
1179354,Поколение Y,2,Кино и музыка,kim,219,23,1,
1179356,Red flag,2,Кино и музыка,kim,220,22.5,1,
1179358,2+0,2,Кино и музыка,kim,221,22,1,
1179359,Old but gold,2,Кино и музыка,kim,222,22,1,
1179357,Ученики Вассермана,2,Кино и музыка,kim,223,22,1,
1179360,McLaren,2,Кино и музыка,kim,224,21,1,
1280816,Ангелы Чарли,2,Кино и музыка,kim,225,19,1,
1179361,Принцессы полукровки,2,Кино и музыка,kim,226,19,1,
1179362,Патронус,2,Кино и музыка,kim,227,18.5,1,
1179363,Сектумсемпра,2,Кино и музыка,kim,228,18,1,
1179364,"Тает лед, а мы нет",2,Кино и музыка,kim,229,17.5,1,
1179365,Две веселые пельмешки,2,Кино и музыка,kim,230,17,1,
1179366,Что здесь происходит?,2,Кино и музыка,kim,231,17,1,
1179368,Степашка и Ко.,2,Кино и музыка,kim,232,16.5,1,
1179367,Хазяева,2,Кино и музыка,kim,233,16.5,1,
1228021,Киноляпы,2,Кино и музыка,kim,234,14.5,1,
1179369,Friends of twins,2,Кино и музыка,kim,235,14,1,
1179370,LKAB,2,Кино и музыка,kim,236,13,1,
1179371,"Команда, которая выжила",2,Кино и музыка,kim,237,12.5,1,
1179372,Конь в пальто,2,Кино и музыка,kim,238,12,1,
1179373,рататуй,2,Кино и музыка,kim,239,12,1,
1179374,Трое в лодке не считая Васьки,2,Кино и музыка,kim,240,11,1,
1179376,Фундук,2,Кино и музыка,kim,241,8.5,1,
1179375,сумашедшие бурундуки,2,Кино и музыка,kim,242,8.5,1,
1179377,iWonderland,2,Кино и музыка,kim,243,7,1,
1179378,Вингардиум Левиоса,2,Кино и музыка,kim,244,6.5,1,
1179379,Зиринские Супер Модели,2,Кино и музыка,kim,245,6.5,1,
1179380,Крабоносы,2,Кино и музыка,kim,246,4.5,1,
