game_id,date,city,title,game_number,package_number,place_title,place,team,team_id,rank,rank_title,total,round_1,round_2,round_3,round_4,round_5,round_6,round_7,round_8,round_9,round_10
019fa9a7-0b57-726d-aee8-9e411b17ff94,2026-08-25T19:30:00,Баку,[music party] 100 хитов BAKU,1,100хитов1,Paulaner Braühaus,5,Ванси,1179150,,2 золотая пластинка.,89.5,10,10,9,10,8,9,10,7,9.5,7
019fa9a7-0b57-726d-aee8-9e411b17ff94,2026-08-25T19:30:00,Баку,[music party] 100 хитов BAKU,1,100хитов1,Paulaner Braühaus,6,ТРИллер,1179179,,1 виниловая пластинка,74.5,7,6,5,10,6.5,10,12,5,7,6
019fa9a7-0b57-726d-aee8-9e411b17ff94,2026-08-25T19:30:00,Баку,[music party] 100 хитов BAKU,1,100хитов1,Paulaner Braühaus,7,Чувасики,1294907,,Новички,70,6,7,6,9,7,7,8,3,7,10
019fa9a7-0b57-726d-aee8-9e411b17ff94,2026-08-25T19:30:00,Баку,[music party] 100 хитов BAKU,1,100хитов1,Paulaner Braühaus,8,Белочки,1179175,,1 виниловая пластинка,46.5,7,4,4,8,3,5,5,2,4.5,4
019fa9ae-38e9-71ee-8349-55c8e9abc868,2026-08-28T19:30:00,Баку,"Квиз, плиз! [секретная тема] BAKU",2,секретнаятема2,Avenue,1,Byte Brawlers,1179385,unattainable,Недосягаемые,46,5,6,3,6,5,6,15,,,
019fa9ae-38e9-71ee-8349-55c8e9abc868,2026-08-28T19:30:00,Баку,"Квиз, плиз! [секретная тема] BAKU",2,секретнаятема2,Avenue,2,Скрытый потанцевал,1179407,general,Генерал,45,5,4,4,6,6,6,14,,,
019fa9ae-38e9-71ee-8349-55c8e9abc868,2026-08-28T19:30:00,Баку,"Квиз, плиз! [секретная тема] BAKU",2,секретнаятема2,Avenue,3,Легенды Найт-сити,1179384,unattainable,Недосягаемые,42,5,6,4,6,6,6,9,,,
019fa9ae-38e9-71ee-8349-55c8e9abc868,2026-08-28T19:30:00,Баку,"Квиз, плиз! [секретная тема] BAKU",2,секретнаятема2,Avenue,4,Колобки,1179383,unattainable,Недосягаемые,41,5,5,4,6,6,5,10,,,
019fa9ae-38e9-71ee-8349-55c8e9abc868,2026-08-28T19:30:00,Баку,"Квиз, плиз! [секретная тема] BAKU",2,секретнаятема2,Avenue,5,Сочные дальневосточные,1179437,lieutenant,Лейтенант,35,6,5,1,3,6,4,10,,,
019fa9ae-38e9-71ee-8349-55c8e9abc868,2026-08-28T19:30:00,Баку,"Квиз, плиз! [секретная тема] BAKU",2,секретнаятема2,Avenue,6,"паша, не пей",1224866,rambo,Рэмбо,34,6,3,3,5,5,5,7,,,
01a04287-57c0-70c9-a6db-e2a8f574355e,2026-09-01T19:30:00,Баку,[видеоигры] BAKU,3,видеоигры3,Paulaner Braühaus,1,Noldor,1179382,unattainable,Недосягаемые,52,5,5,6.5,5,5,7.5,18,,,
01a04287-57c0-70c9-a6db-e2a8f574355e,2026-09-01T19:30:00,Баку,[видеоигры] BAKU,3,видеоигры3,Paulaner Braühaus,2,Легенды Найт-сити,1179384,unattainable,Недосягаемые,51.5,4,5,6.5,5,5.5,5.5,20,,,
01a04287-57c0-70c9-a6db-e2a8f574355e,2026-09-01T19:30:00,Баку,[видеоигры] BAKU,3,видеоигры3,Paulaner Braühaus,3,Team Rocket,1179391,chuck,Чак Норрис,48.5,3,5,5.5,4,6.5,8.5,16,,,
01a04287-57c0-70c9-a6db-e2a8f574355e,2026-09-01T19:30:00,Баку,[видеоигры] BAKU,3,видеоигры3,Paulaner Braühaus,4,Колобки,1179383,unattainable,Недосягаемые,42.5,3,5,6.5,5,5.5,8.5,9,,,
01a04287-57c0-70c9-a6db-e2a8f574355e,2026-09-01T19:30:00,Баку,[видеоигры] BAKU,3,видеоигры3,Paulaner Braühaus,5,Low Poly,1179463,sergeant,Сержант,41,4,4,5.5,5,5.5,6,11,,,
01a04287-57c0-70c9-a6db-e2a8f574355e,2026-09-01T19:30:00,Баку,[видеоигры] BAKU,3,видеоигры3,Paulaner Braühaus,6,Майнкрафт ЭТО МОЯ ЖИЗНЬ,1305053,,Новички,35.5,5,3,4,3,4,5.5,11,,,
01a04287-57c0-70c9-a6db-e2a8f574355e,2026-09-01T19:30:00,Баку,[видеоигры] BAKU,3,видеоигры3,Paulaner Braühaus,7,Ванси,1179394,chuck,Чак Норрис,34,3,4,4.5,1,3.5,4,14,,,
01a04287-57c0-70c9-a6db-e2a8f574355e,2026-09-01T19:30:00,Баку,[видеоигры] BAKU,3,видеоигры3,Paulaner Braühaus,8,Бусидо,1179451,lieutenant,Лейтенант,31,3,5,4,3,4.5,4.5,7,,,
01a04543-5209-738e-afad-d5b732f48e75,2026-09-04T19:30:00,Баку,"Квиз, плиз! BAKU",141,классика141,Avenue,1,Легенды Найт-сити,1179384,unattainable,Недосягаемые,63,8,8,4,7,6,6,24,,,
01a04543-5209-738e-afad-d5b732f48e75,2026-09-04T19:30:00,Баку,"Квиз, плиз! BAKU",141,классика141,Avenue,2,Колобки,1179383,unattainable,Недосягаемые,62.5,7,8,5,8.5,6,4,24,,,
01a04543-5209-738e-afad-d5b732f48e75,2026-09-04T19:30:00,Баку,"Квиз, плиз! BAKU",141,классика141,Avenue,3,Byte Brawlers,1179385,unattainable,Недосягаемые,59,8,8,5,8,6,4,20,,,
01a04543-5209-738e-afad-d5b732f48e75,2026-09-04T19:30:00,Баку,"Квиз, плиз! BAKU",141,классика141,Avenue,4,Шерлок,1179386,chuck,Чак Норрис,58.5,8,8,4,8.5,6,4,20,,,
01a04543-5209-738e-afad-d5b732f48e75,2026-09-04T19:30:00,Баку,"Квиз, плиз! BAKU",141,классика141,Avenue,5,"паша, не пей",1224866,rambo,Рэмбо,53.5,8,8,4,4.5,6,2,21,,,
01a04543-5209-738e-afad-d5b732f48e75,2026-09-04T19:30:00,Баку,"Квиз, плиз! BAKU",141,классика141,Avenue,6,Ванси,1179394,chuck,Чак Норрис,49.5,6,6,2,7.5,6,4,18,,,
01a04543-5209-738e-afad-d5b732f48e75,2026-09-04T19:30:00,Баку,"Квиз, плиз! BAKU",141,классика141,Avenue,7,Сочные дальневосточные,1179437,lieutenant,Лейтенант,38.5,7,4,4,3.5,4,0,16,,,
